1357516800.0,4
1357517400.0,4
1357518000.0,1
1357519200.0,1
1357523400.0,1
1357526400.0,2
1357540200.0,1
1357540800.0,1
1357541400.0,4
1357542000.0,1
1357542600.0,3
1357543200.0,3
1357543800.0,2
1357544400.0,1
1357545000.0,1
1357546800.0,1
1357547400.0,3
1357548000.0,4
1357548600.0,2
1357549200.0,9
1357549800.0,12
1357550400.0,9
1357551000.0,3
1357551600.0,15
1357552200.0,11
1357552800.0,12
1357553400.0,16
1357554000.0,8
1357554600.0,19
1357555200.0,8
1357555800.0,9
1357556400.0,11
1357557000.0,16
1357557600.0,6
1357558200.0,10
1357558800.0,13
1357559400.0,12
1357560000.0,14
1357560600.0,13
1357561200.0,11
1357561800.0,14
1357562400.0,15
1357563000.0,13
1357563600.0,11
1357564200.0,18
1357564800.0,29
1357565400.0,13
1357566000.0,13
1357566600.0,4
1357567200.0,7
1357567800.0,6
1357568400.0,6
1357569000.0,6
1357569600.0,3
1357570200.0,9
1357570800.0,6
1357571400.0,3
1357572000.0,4
1357572600.0,17
1357573200.0,6
1357573800.0,5
1357574400.0,6
1357575000.0,5
1357575600.0,12
1357576200.0,10
1357576800.0,6
1357577400.0,6
1357578000.0,9
1357578600.0,9
1357579200.0,4
1357579800.0,5
1357580400.0,6
1357581000.0,10
1357581600.0,6
1357582200.0,10
1357582800.0,5
1357583400.0,14
1357584000.0,6
1357584600.0,10
1357585200.0,2
1357585800.0,11
1357586400.0,11
1357587000.0,10
1357587600.0,4
1357588200.0,5
1357588800.0,2
1357589400.0,10
1357590000.0,2
1357590600.0,4
1357591200.0,3
1357591800.0,3
1357593000.0,6
1357593600.0,2
1357594200.0,5
1357594800.0,2
1357595400.0,2
1357596000.0,3
1357596600.0,3
1357597800.0,9
1357598400.0,10
1357599000.0,7
1357599600.0,1
1357600200.0,2
1357600800.0,4
1357601400.0,2
1357602000.0,1
1357602600.0,2
1357603200.0,2
1357603800.0,2
1357608600.0,2
1357611600.0,1
1357612200.0,1
1357614000.0,1
1357628400.0,1
1357629600.0,1
1357630200.0,1
1357630800.0,3
1357631400.0,1
1357632000.0,4
1357632600.0,2
1357633200.0,2
1357633800.0,2
1357634400.0,3
1357635000.0,2
1357635600.0,4
1357636200.0,2
1357636800.0,7
1357637400.0,4
1357638000.0,12
1357638600.0,6
1357639200.0,9
1357639800.0,15
1357640400.0,7
1357641000.0,10
1357641600.0,8
1357642200.0,4
1357642800.0,10
1357643400.0,9
1357644000.0,16
1357644600.0,14
1357645200.0,9
1357645800.0,10
1357646400.0,14
1357647000.0,8
1357647600.0,8
1357648200.0,16
1357648800.0,11
1357649400.0,8
1357650000.0,8
1357650600.0,8
1357651200.0,11
1357651800.0,20
1357652400.0,6
1357653000.0,6
1357653600.0,14
1357654200.0,14
1357654800.0,13
1357655400.0,15
1357656000.0,17
1357656600.0,8
1357657200.0,10
1357657800.0,13
1357658400.0,12
1357659000.0,7
1357659600.0,4
1357660200.0,12
1357660800.0,5
1357661400.0,6
1357662000.0,2
1357662600.0,6
1357663200.0,4
1357663800.0,7
1357664400.0,11
1357665000.0,5
1357665600.0,7
1357666200.0,4
1357666800.0,12
1357667400.0,4
1357668000.0,2
1357668600.0,9
1357669200.0,14
1357669800.0,4
1357670400.0,9
1357671000.0,3
1357671600.0,4
1357672200.0,13
1357672800.0,7
1357673400.0,5
1357674000.0,7
1357674600.0,10
1357675200.0,7
1357675800.0,5
1357676400.0,10
1357677000.0,3
1357677600.0,8
1357678200.0,10
1357678800.0,1
1357679400.0,3
1357680000.0,1
1357680600.0,1
1357681200.0,1
1357681800.0,3
1357682400.0,1
1357683000.0,2
1357686600.0,3
1357687200.0,3
1357687800.0,1
1357690200.0,2
1357690800.0,2
1357693200.0,1
1357697400.0,1
1357711200.0,1
1357713600.0,1
1357714800.0,1
1357715400.0,2
1357716600.0,1
1357719000.0,2
1357719600.0,2
1357720200.0,1
1357721400.0,4
1357722000.0,4
1357722600.0,4
1357723200.0,3
1357723800.0,4
1357724400.0,8
1357725000.0,3
1357725600.0,9
1357726200.0,3
1357726800.0,4
1357727400.0,11
1357728000.0,9
1357728600.0,6
1357729200.0,13
1357729800.0,15
1357730400.0,6
1357731000.0,14
1357731600.0,7
1357732200.0,10
1357732800.0,14
1357733400.0,4
1357734000.0,11
1357734600.0,5
1357735200.0,5
1357735800.0,17
1357736400.0,17
1357737000.0,10
1357737600.0,17
1357738200.0,8
1357738800.0,7
1357739400.0,11
1357740000.0,4
1357740600.0,10
1357741200.0,5
1357741800.0,10
1357742400.0,4
1357743000.0,8
1357743600.0,5
1357744200.0,7
1357744800.0,8
1357745400.0,17
1357746000.0,8
1357746600.0,7
1357747200.0,6
1357747800.0,6
1357748400.0,8
1357749000.0,9
1357749600.0,3
1357750200.0,13
1357750800.0,9
1357751400.0,9
1357752000.0,13
1357752600.0,12
1357753200.0,10
1357753800.0,10
1357754400.0,8
1357755000.0,7
1357755600.0,13
1357756200.0,9
1357756800.0,13
1357757400.0,8
1357758000.0,4
1357758600.0,3
1357759200.0,8
1357759800.0,5
1357760400.0,3
1357761000.0,5
1357761600.0,8
1357762200.0,2
1357762800.0,4
1357763400.0,4
1357764000.0,5
1357764600.0,6
1357765200.0,3
1357765800.0,4
1357766400.0,2
1357767000.0,2
1357767600.0,6
1357768200.0,5
1357768800.0,3
1357769400.0,2
1357770600.0,3
1357771800.0,1
1357772400.0,3
1357773000.0,2
1357773600.0,1
1357774800.0,6
1357775400.0,6
1357776000.0,1
1357776600.0,1
1357777200.0,6
1357777800.0,2
1357778400.0,1
1357783800.0,1
1357785600.0,1
1357801200.0,1
1357801800.0,1
1357803000.0,5
1357803600.0,1
1357804200.0,2
1357804800.0,1
1357805400.0,3
1357806000.0,2
1357806600.0,2
1357807200.0,2
1357807800.0,3
1357808400.0,9
1357809000.0,7
1357809600.0,6
1357810200.0,9
1357810800.0,6
1357811400.0,7
1357812000.0,9
1357812600.0,10
1357813200.0,7
1357813800.0,6
1357814400.0,8
1357815000.0,8
1357815600.0,12
1357816200.0,8
1357816800.0,10
1357817400.0,10
1357818000.0,10
1357818600.0,14
1357819200.0,7
1357819800.0,9
1357820400.0,10
1357821000.0,13
1357821600.0,20
1357822200.0,9
1357822800.0,7
1357823400.0,11
1357824000.0,6
1357824600.0,7
1357825200.0,9
1357825800.0,6
1357826400.0,7
1357827000.0,5
1357827600.0,8
1357828200.0,6
1357828800.0,6
1357829400.0,10
1357830000.0,8
1357830600.0,15
1357831200.0,16
1357831800.0,13
1357832400.0,9
1357833000.0,10
1357833600.0,8
1357834200.0,13
1357834800.0,8
1357835400.0,11
1357836000.0,8
1357836600.0,9
1357837200.0,13
1357837800.0,17
1357838400.0,11
1357839000.0,9
1357839600.0,15
1357840200.0,10
1357840800.0,13
1357841400.0,11
1357842000.0,7
1357842600.0,4
1357843200.0,9
1357843800.0,13
1357844400.0,5
1357845000.0,3
1357845600.0,11
1357846200.0,12
1357846800.0,5
1357847400.0,8
1357848000.0,10
1357848600.0,10
1357849200.0,13
1357849800.0,6
1357850400.0,8
1357851000.0,6
1357851600.0,1
1357852200.0,5
1357852800.0,3
1357853400.0,3
1357854000.0,4
1357854600.0,2
1357855200.0,8
1357855800.0,2
1357856400.0,1
1357857000.0,2
1357857600.0,3
1357858800.0,3
1357859400.0,3
1357860600.0,1
1357861800.0,1
1357863600.0,1
1357864200.0,2
1357865400.0,1
1357866000.0,1
1357866600.0,1
1357870200.0,1
1357870800.0,1
1357881000.0,1
1357881600.0,1
1357888200.0,1
1357888800.0,1
1357890600.0,3
1357891200.0,2
1357892400.0,7
1357893000.0,3
1357893600.0,4
1357894200.0,9
1357894800.0,3
1357895400.0,1
1357896000.0,13
1357896600.0,6
1357897200.0,11
1357897800.0,12
1357898400.0,13
1357899000.0,14
1357899600.0,7
1357900200.0,5
1357900800.0,18
1357901400.0,8
1357902000.0,9
1357902600.0,17
1357903200.0,19
1357903800.0,14
1357904400.0,13
1357905000.0,14
1357905600.0,12
1357906200.0,14
1357906800.0,23
1357907400.0,13
1357908000.0,10
1357908600.0,7
1357909200.0,10
1357909800.0,23
1357910400.0,6
1357911000.0,13
1357911600.0,11
1357912200.0,3
1357912800.0,3
1357913400.0,10
1357914000.0,6
1357914600.0,10
1357915200.0,5
1357915800.0,11
1357916400.0,13
1357917000.0,5
1357917600.0,7
1357918200.0,8
1357918800.0,10
1357919400.0,13
1357920000.0,15
1357920600.0,19
1357921200.0,15
1357921800.0,13
1357922400.0,22
1357923000.0,11
1357923600.0,25
1357924200.0,16
1357924800.0,12
1357925400.0,15
1357926000.0,8
1357926600.0,7
1357927200.0,15
1357927800.0,11
1357928400.0,14
1357929000.0,9
1357929600.0,15
1357930200.0,22
1357930800.0,13
1357931400.0,27
1357932000.0,18
1357932600.0,12
1357933200.0,13
1357933800.0,19
1357934400.0,13
1357935000.0,10
1357935600.0,15
1357936200.0,8
1357936800.0,11
1357937400.0,8
1357938000.0,5
1357938600.0,15
1357939200.0,9
1357939800.0,3
1357940400.0,2
1357941000.0,1
1357941600.0,10
1357942200.0,2
1357942800.0,2
1357943400.0,2
1357944000.0,4
1357945200.0,5
1357945800.0,8
1357946400.0,8
1357947000.0,5
1357947600.0,4
1357948200.0,3
1357949400.0,2
1357950000.0,1
1357950600.0,1
1357958400.0,1
1357963200.0,1
1357971000.0,1
1357972200.0,1
1357976400.0,1
1357978200.0,1
1357979400.0,1
1357980000.0,2
1357980600.0,2
1357981200.0,3
1357981800.0,2
1357982400.0,3
1357983000.0,3
1357983600.0,2
1357984200.0,1
1357984800.0,4
1357985400.0,1
1357986000.0,3
1357986600.0,5
1357987200.0,6
1357987800.0,9
1357988400.0,3
1357989000.0,4
1357989600.0,1
1357990200.0,2
1357990800.0,3
1357991400.0,9
1357992000.0,5
1357992600.0,8
1357993200.0,3
1357993800.0,4
1357994400.0,5
1357995000.0,4
1357995600.0,8
1357996200.0,8
1357996800.0,6
1357997400.0,1
1357998000.0,2
1357998600.0,4
1357999800.0,4
1358000400.0,7
1358001000.0,7
1358001600.0,3
1358002200.0,1
1358002800.0,1
1358003400.0,2
1358004000.0,1
1358004600.0,2
1358005200.0,3
1358005800.0,3
1358006400.0,5
1358007000.0,1
1358007600.0,4
1358008200.0,3
1358008800.0,3
1358010000.0,6
1358010600.0,3
1358011200.0,4
1358011800.0,6
1358012400.0,9
1358013000.0,4
1358013600.0,4
1358014200.0,4
1358014800.0,5
1358015400.0,5
1358016000.0,3
1358016600.0,5
1358017200.0,8
1358017800.0,4
1358018400.0,6
1358019000.0,3
1358019600.0,4
1358020200.0,8
1358020800.0,9
1358021400.0,3
1358023200.0,2
1358023800.0,5
1358024400.0,5
1358025000.0,4
1358025600.0,1
1358026200.0,5
1358026800.0,3
1358027400.0,1
1358028000.0,2
1358029200.0,1
1358029800.0,2
1358030400.0,1
1358031000.0,1
1358031600.0,2
1358032200.0,1
1358033400.0,3
1358034000.0,2
1358034600.0,4
1358035800.0,3
1358038800.0,1
1358040000.0,1
1358050800.0,1
1358062800.0,1
1358065200.0,1
1358065800.0,1
1358068200.0,1
1358068800.0,1
1358070000.0,1
1358070600.0,3
1358071200.0,2
1358071800.0,3
1358072400.0,1
1358073000.0,2
1358073600.0,2
1358074200.0,13
1358074800.0,7
1358075400.0,3
1358076000.0,3
1358076600.0,1
1358077200.0,8
1358077800.0,9
1358078400.0,9
1358079000.0,5
1358079600.0,4
1358080200.0,4
1358080800.0,1
1358081400.0,2
1358082600.0,3
1358083200.0,4
1358083800.0,2
1358084400.0,4
1358085000.0,5
1358085600.0,6
1358086200.0,5
1358086800.0,9
1358087400.0,3
1358088000.0,3
1358088600.0,3
1358089200.0,2
1358089800.0,1
1358091000.0,2
1358091600.0,2
1358092800.0,5
1358093400.0,5
1358094000.0,7
1358094600.0,2
1358095200.0,4
1358095800.0,2
1358096400.0,1
1358097000.0,1
1358098200.0,2
1358098800.0,2
1358100000.0,3
1358100600.0,6
1358101200.0,5
1358101800.0,2
1358102400.0,2
1358103000.0,5
1358103600.0,1
1358104200.0,1
1358104800.0,1
1358105400.0,2
1358106000.0,3
1358106600.0,3
1358107200.0,2
1358107800.0,1
1358108400.0,3
1358109000.0,1
1358110200.0,3
1358110800.0,2
1358111400.0,4
1358112000.0,3
1358112600.0,1
1358113200.0,5
1358113800.0,5
1358114400.0,1
1358115000.0,2
1358116200.0,1
1358118600.0,1
1358119200.0,1
1358119800.0,3
1358120400.0,1
1358121600.0,2
1358123400.0,1
1358125800.0,2
1358128200.0,1
1358143200.0,1
1358146800.0,1
1358147400.0,1
1358149200.0,3
1358150400.0,1
1358151000.0,2
1358151600.0,8
1358152200.0,4
1358152800.0,2
1358153400.0,6
1358154000.0,7
1358154600.0,4
1358155200.0,6
1358155800.0,6
1358156400.0,6
1358157000.0,4
1358157600.0,5
1358158200.0,6
1358158800.0,7
1358159400.0,10
1358160000.0,16
1358160600.0,8
1358161200.0,13
1358161800.0,5
1358162400.0,9
1358163000.0,7
1358163600.0,19
1358164200.0,11
1358164800.0,7
1358165400.0,9
1358166000.0,10
1358166600.0,11
1358167200.0,6
1358167800.0,11
1358168400.0,7
1358169000.0,8
1358169600.0,14
1358170200.0,9
1358170800.0,6
1358171400.0,7
1358172000.0,9
1358172600.0,9
1358173200.0,4
1358173800.0,6
1358174400.0,11
1358175000.0,15
1358175600.0,8
1358176200.0,3
1358176800.0,6
1358177400.0,10
1358178000.0,11
1358178600.0,8
1358179200.0,1
1358179800.0,8
1358180400.0,12
1358181000.0,10
1358181600.0,9
1358182200.0,9
1358182800.0,5
1358183400.0,7
1358184000.0,6
1358184600.0,14
1358185200.0,7
1358185800.0,12
1358186400.0,9
1358187000.0,6
1358187600.0,6
1358188200.0,6
1358188800.0,4
1358189400.0,7
1358190000.0,17
1358191200.0,5
1358191800.0,4
1358192400.0,3
1358193000.0,2
1358193600.0,3
1358194200.0,6
1358194800.0,2
1358195400.0,6
1358196000.0,2
1358196600.0,4
1358197200.0,7
1358197800.0,2
1358198400.0,6
1358199000.0,3
1358199600.0,1
1358200200.0,3
1358200800.0,5
1358201400.0,1
1358202000.0,8
1358202600.0,2
1358204400.0,3
1358206200.0,1
1358207400.0,1
1358208600.0,1
1358228400.0,1
1358232600.0,1
1358233200.0,1
1358233800.0,3
1358234400.0,2
1358235000.0,2
1358235600.0,7
1358236800.0,2
